bemühte,endeavor
hofmann,Hofmann
besserungsanstalt,reformatory
lebenserhaltungssystem,life support system
verfechter,advocates
ander,at the
ablage,filing
eingeengt,confined
einschließt,includes
homecoming,homecoming
gegnerischen,opposing
teuflisches,diabolical
maschinerie,machinery
abgaben,taxes
sonnenstrahlen,sunbeams
leibhaftig,in the flesh
fried,fried
spendier,spend
carstairs,carstairs
alcide,alcide
trojanisches,Trojan
streichelzoo,petting zoo
auslöschung,extinction
mouna,mouna
lieferservice,delivery service
kostbarer,precious
ekeln,disgust
lions,lions
entehren,dishonor
regulieren,regulate
geheimnistuerei,secrecy
irène,Irène
hereinlassen,let in
cates,cats
evangelina,Evangelina
ungewollt,unintentionally
helix,helix
honduras,Honduras
misshandlungen,abuse
alexi,alexi
middle,middle
häute,hides
teuflischer,diabolical
apfelwein,apple wine
redefreiheit,freedom of speech
abgibst,hand in
blinzelt,blinks
herausgeschnitten,cut out
foxtrott,foxtrot
angesammelt,accumulated
warze,wart
lesley,Lesley
missbrauchte,abused
maggies,Maggie's
pauken,cramming
hüh,hee-haw
abgekratzt,scraped off
kürzesten,shortest
drückeberger,shirker
montagabend,Monday evening
teddys,teddies
strahlte,beamed
sechst,sixth
eintrafen,arrived
richtigkeit,accuracy
klatschnass,soaking wet
odie,odie
acosta,acosta
untote,undead
vorratskammer,pantry
reproduktion,reproduction
zuschüsse,subsidies
vorzieht,prefers
fotografierte,photographed
hydraulik,hydraulics
tatum,tatum
knutschfleck,hickey
familienangelegenheiten,family matters
schleimige,slimy
abholst,pick up
kooperiere,cooperate
gierige,greedy
bäuchlein,tummy
nates,nates
abrücken,move away
regierte,ruled
hernando,Hernando
anführers,leader
soziologie,sociology
leach,leach
sammelpunkt,Meeting point
flugblatt,leaflet
vanity,vanity
tic,tic
keksdose,cookie tin
alltägliche,everyday
molekül,molecule
demokrat,democrat
ausmaße,dimensions
mole,mole
burgund,Burgundy
tintin,tintin
schädeltrauma,skull trauma
versaute,ruined
beträchtlichen,considerable
reza,reza
caution,caution
h.g.,h.g.
vespa,vespa
witzigen,funny
rausgegeben,released
mischte,mixed
märchenprinz,fairytale prince
übergewicht,overweight
flugs,quickly
herkamst,you came from here
stickerei,embroidery
plastiksprengstoff,plastic explosive
avengers,Avengers
ostseite,east side
scheußliches,hideous
klinke,pawl
pullis,sweaters
umwerfen,upset
schuldirektor,school principal
doppelbett,double bed
kampfstationen,battle stations
webcam,webcam
koteletts,cutlets
klaustrophobie,claustrophobia
zerrte,pulled
mangels,lack
monatlichen,monthly
geburtstags,birthday
problemchen,little problem
rawlins,rawlins
köhler,Köhler
bereiteten,prepared
pragmatisch,pragmatic
vermache,bequeath
unterbrach,interrupted
zustimmst,do you agree
notizblock,notepad
drazen,drazen
desserts,desserts
engl,English
vollzug,execution
boise,boise
ramm,ram
beschleuniger,accelerator
keusch,chaste
pollard,pollard
armseliges,pitiful
goya,Goya
maik,maik
urknall,Big Bang
davonläuft,runs away
templer,Templar
vernichtend,devastating
energreen,energreen
kassettenrekorder,cassette recorder
geizkragen,miser
nous,nous
habseligkeiten,belongings
chemischer,chemical
kaschmir,cashmere
altstadt,old town
überlegten,considered
unterging,sank
hinwegsehen,overlook
vorzufinden,to be found
lora,Lora
glitschig,slippery
neuland,new territory
gemälden,paintings
siebzig,seventy
momento,momento
morgenstunden,morning hours
vorspeisen,appetizers
wächtern,guards
geräuschen,noises
ölen,oil
ungeklärten,unexplained
aufgehetzt,incited
genehmigte,approved
methadon,methadone
schulkinder,schoolchildren
schnarchst,snore
botox,Botox
näheren,closer
sona,sona
fertigkeiten,skills
psi-corps,psi-corps
auffassen,perceive
erhitzen,heat
verzehr,consumption
polizeipräsidenten,police chiefs
nachahmen,imitate
reaktivieren,reactivate
ziels,goal
äthiopien,Ethiopia
hani,hani
etat,budget
archiven,archives
sirius,Sirius
schmerzensschrei,scream of pain
aktenschrank,filing cabinet
weitgehend,largely
hervé,Hervé
meistgesuchten,most searched
nobu,nobu
schlichtweg,simply
durcharbeiten,work through
drogenbehörde,drug enforcement agency
schneeflocke,snowflake
philo,philo
hays,hays
handelskammer,chamber of commerce
läute,ring
martinsson,Martinsson
cushing,Cushing's
nirvana,Nirvana
hull,hull
penisse,penises
ähnlichem,similar
spielfilm,feature film
näh,sew
vererben,inherit
triftigen,valid
danzig,Gdansk
flandern,Flanders
abzutreten,to cede
production,production
dauerwelle,perm
divisionen,divisions
wagon,wagon
größenwahn,megalomania
tals,tals
ausschnitte,excerpts
betsey,betsey
kee,kee
fallschirmspringen,skydiving
buon,buon
kasachstan,Kazakhstan
erzittern,tremble
patronenhülse,cartridge case
jamaica,Jamaica
opernmusik,opera music
kneifst,pinch
strebe,strut
bedeutendsten,most important
namenlosen,nameless
herausreißen,tear out
achmed,achmed
spaltet,divides
rausspringen,jump out
euern,your
trostpreis,consolation prize
feststeht,is certain
nagen,gnaw
strix,strix
takumi,takumi
stipendien,scholarships
ehebrecher,adulterer
sweetie,sweetie
herumhängen,hanging around
schnepfe,snipe
spezialeinheiten,special forces
seuchen,epidemics
blumenkohl,cauliflower
plastischen,plastic
seitwärts,sideways
getilgt,erased
liebesaffäre,love affair
sometimes,sometimes
erkundet,explores
ledoux,ledoux
o.j.,o.j.
plattenvertrag,record deal
oxy,oxy
mordprozess,murder trial
entwerfe,design
bildhübsch,gorgeous
beaufsichtigt,supervised
brotkrumen,breadcrumbs
wettervorhersage,weather forecast
maßstäbe,scales
immens,immense
schränkt,restricts
zampano,zampano
neugieriger,curious
kontaktaufnahme,contact
aufhörten,stopped
zurückstellen,postpone
erhaltet,receive
aufnimmst,you record
teekessel,kettle
unverzichtbar,indispensable
legat,legate
leonards,Leonards
sten,sten
taschenrechner,calculator
gewürzt,seasoned
hampelmann,jumping jack
zentralbank,central bank
portale,portals
staatsgrenze,state border
rowdy,rowdy
jc,jc
überträger,transmitter
überraschungsangriff,surprise attack
hachi,hachi
sass,sat
rotterdam,Rotterdam
schützengräben,trenches
ämter,offices
ewa,ewa
indigo,indigo
irisch,Irish
schändliche,shameful
schsch,sch
respekts,respect
teleportieren,teleport
miyuki,miyuki
scheinchen,little money
kaputtgehen,break down
konklave,conclave
davonkommt,escapes
kamikaze,kamikaze
entließ,dismissed
starrköpfig,stubborn
rolltreppe,escalator
odins,Odin's
breitengrad,latitude
nebeneffekt,side effect
skylar,skylar
fouquet,fouquet
verführer,seducer
aung,aung
deputies,deputies
uh-uh,uh-uh
unschätzbarem,invaluable
vs.,vs.
umgehst,bypass
carm,carm
schlanke,slim
sechsen,six
laboratorium,laboratory
tobe,to be
wettbewerbs,competition
herzschrittmacher,pacemaker
plakette,plaque
dumas,Dumas
soundtrack,soundtrack
abgeschiedenheit,seclusion
horus,Horus
virgilia,virginia
merlotte,merlotte
posen,poses
beschädigung,damage
hochging,went up
abgeräumt,cleared
adlers,eagles
ausgefallenes,unusual
geary,geary
pau,pau
grimassen,grimaces
unverkäuflich,not for sale
fotoshooting,photoshoot
sprengsätze,explosives
zerbrochenes,broken
jacoby,Jacoby
weiterlebt,lives on
margit,Margit
betreffenden,The relevant
heutiges,today
eight,eight
verwunden,wound
emory,emory
aussteigt,gets out
würfe,throws
verstrichen,passed
bekanntschaften,acquaintances
truthähne,turkeys
zugebracht,spent
lanes,lanes
bekunden,declare
matts,matts
anzuzweifeln,to doubt
ernähre,feed
revere,revere
klagte,complained
halluzinieren,hallucinate
vorurteilen,prejudices
ruhms,fame
kolumbianischen,Colombian
jungens,young
zwielichtigen,shady
begebenheiten,events
vollstrecken,to enforce
unbedeutender,insignificant
aufspringen,jump up
verdampft,evaporates
vordersitz,front seat
leckst,lick
aggressivität,aggressiveness
wohlhabende,wealthy
chiropraktiker,chiropractor
drängst,urge
rumkommandieren,bossing people around
huldigen,pay homage
qualmt,smokes
turnt,turnt
bunde,bundle
muskulös,muscular
argwöhnisch,suspiciously
uhrmacher,watchmaker
udon,udon
scorpion,scorpion
harve,harve
prozession,procession
bandbreite,bandwidth
reinzulassen,to let in
elsbeth,Elsbeth
einsatzkräfte,emergency services
freundeskreis,circle of friends
bellefleur,bellefleur
umsehe,look around
regeneration,regeneration
bedauerst,regret
finanzberater,financial advisor
singularität,singularity
konzil,council
gedächtnisschwund,memory loss
erkrankungen,diseases
händlern,traders
sündhaft,sinful
erinnerungsvermögen,memory
epstein,Epstein
kindische,childish
nachthimmel,night sky
kühlwalda,Kühlwalda
kubanischen,Cuban
schwachsinnigen,feeble-minded
südstaaten,southern states
gegenschlag,counterattack
närrisch,foolish
nachahmungstäter,copycat offenders
boaz,boaz
verleumden,slander
norad,norad
ausgeburt,birth
shotgun,shotgun
stinger,stinger
sternenhimmel,starry sky
finte,feint
beauchamp,Beauchamp
geschrubbt,scrubbed
zurückfinden,find your way back
nguyen,nguyen
allgegenwärtig,omnipresent
romulanische,Romulan
nacktfotos,nude photos
pinkelst,pee
racer,racer
enttäuschte,disappointed
walküre,Valkyrie
abgeführt,removed
neurologe,neurologist
kleidungsstück,garment
schwules,gay
schlüsselbund,key ring
draufsetzen,sit on it
durchgreifen,take action
bulldogge,bulldog
huste,cough
festgefahren,stuck
sportliche,sporting
milf,MILF
mösen,pussies
schuhladen,shoe store
jupp,yupp
bräuten,brides
kalium,potassium
delacroix,delacroix
pembroke,Pembroke
trunkenbold,drunkard
zusammenlegen,combine
gebildeter,educated
billigste,cheapest
schnuppert,sniffs
frier,Freezer
abzudrücken,to press
schmückt,decorates
gemischten,mixed
ansprechpartner,contact person
kaminski,Kaminski
drogenabhängige,drug addicts
wiedererlangt,recovered
precious,precious
nachtschatten,nightshade
instanz,instance
indianischen,Native American
munch,Munch
herzschmerz,heartbreak
aussehens,appearance
verschmäht,spurned
selby,selby
pflichtgefühl,sense of duty
funde,fund
grünem,green
torso,torso
importieren,import
homosexueller,homosexual
number,number
überwachungssystem,monitoring system
verwöhntes,spoiled
himalaya,Himalayas
fra,fra
aufzuwärmen,to warm up
gruppenführer,group leader
pontiac,Pontiac
geschichtenerzähler,storyteller
verjährt,statute of limitations
beaver,beaver
tullius,tullius
freilässt,releases
mene,mene
füßchen,little feet
abweichen,differ
above,above
buds,buds
hobbit,hobbit
erfinderisch,inventive
eber,boar
verheddert,tangled
poughkeepsie,poughkeepsie
verbraucher,consumer
verhüllt,concealed
croupier,croupier
hausdurchsuchung,house search
geheule,howling
einwanderung,immigration
enthaupten,behead
möpsen,pugs
biochemie,biochemistry
schergen,henchmen
laufburschen,errand boys
calvert,calvert
tabellen,tables
geduldiger,patient
eheleben,married life
schwindeln,to cheat
nachzuweisen,to prove
uri,uri
geschrottet,wrecked
crickett,crickett
faszinierender,fascinating
charts,charts
einstürzt,collapses
modeln,model
kille,kill
gestattest,do you allow
kuriert,cured
verspürte,felt
sonstige,other
echelon,echelon
brandneues,brand new
kühner,bolder
auffrisst,eats
peacekeeper,peacekeeper
sicherheitsprotokolle,security protocols
eismaschine,ice machine
prachtexemplar,magnificent specimen
verrostet,rusted
ministerpräsidenten,Prime Minister
reinspazieren,Walk in
nachjagen,chasing
robson,robson
cosette,Cosette
unzureichend,insufficient
packer,packer
missionar,missionary
heylia,heylia
zelig,zelig
schrittweise,step by step
trapper,trapper
vornehmer,more refined
tobey,tobey
thorndyke,thorndyke
komtess,countess
einzuweihen,to inaugurate
zugebe,admit
triumphiert,triumphs
bemerkenswertes,remarkable
müllsack,garbage bag
wi-fi,Wi-Fi
besonderheit,special feature
auswischen,wipe
ronin,ronin
gesetzloser,lawless
modernsten,state-of-the-art
wolfes,wolves
armin,Armin
quarks,quarks
mylene,mylene
hilfskraft,assistant
spoiler,spoiler
wirbt,advertises
minenarbeiter,miners
paddington,Paddington
macleod,macleod
wachteln,quail
malheur,mishap
selbstgerecht,self-righteous
imponiert,impresses
rasant,rapidly
hügels,hill
ausweinen,cry
hofrat,Court Councillor
schadest,do harm
arbeitsmoral,work ethic
laborratte,laboratory rat
entgegenzunehmen,to receive
verfehlte,missed
rath,council
runterschlucken,swallow
preist,price
manne,man
absinth,absinthe
budgets,budgets
gordy,Gordy
geringeres,lesser
vertrat,represented
heldenhaften,heroic
erbauen,build
überfordern,overwhelm
todesfällen,deaths
abgestattet,paid
jerrys,Jerry's
yeung,yeung
befangen,biased
cochrane,Cochrane
jachthafen,marina
vilma,Vilma
claudine,Claudine
platonisch,Platonic
geilste,coolest
ritas,Rita's
android,Android
konvent,convention
lakewood,Lakewood
jippie,hooray!
jacuzzi,jacuzzi
schwerelosigkeit,weightlessness
schüchternheit,shyness
zuckerschlecken,a piece of cake
unbeständig,unstable
vertrags,contract
lanzen,lances
berserker,berserker
hinzuhalten,stalling
eventuelle,possible
postleitzahl,postal code
brennender,burning
studentenverbindung,student fraternity
peanuts,peanuts
erfundenen,invented
pyjama-party,pajama party
mündlich,orally
desorientiert,disoriented
schmatzen,smacking
gescheut,avoided
schmollst,pout
kenshin,Kenshin
spürhund,tracking dog
kompetenzen,skills
hepburn,Hepburn
command,command
getrost,confidently
heimlichtuerei,secrecy
bahnt,paves
hochtouren,high revs
everlasting,everlasting
baustellen,construction sites
anwerben,recruit
zugeworfen,thrown
arger,aggravation
mcgregor,McGregor
sequenzen,sequences
vermögend,wealthy
abgemurkst,murdered
befolgte,followed
mildern,mitigate
primus,primus
phrase,phrase
zerknittert,crumpled
alm,alm
prentice,Prentice
wanja,wanja
kirkman,Kirkman
zielgebiet,target area
schadenfreude,schadenfreude
ronaldo,Ronaldo
blaulicht,blue light
abkommandiert,seconded
aufrufe,views
rochen,rays
hammermäßig,awesome
arbeitsweise,working method
gesänge,songs
sad,sad
bombendrohung,bomb threat
großaufnahme,close-up
kitzel,tickle
thin,thin
hallam,hallam
spab,spab
leuchter,chandelier
jun-shik,jun-shik
pentagramm,pentagram
erschütternd,shocking
auswählt,selects
verehrtes,revered
knospe,bud
vorantreiben,to advance
pint,pint
zermalmt,crushed
zurückhält,holds back
raustragen,carry out
systolisch,systolic
buddhismus,Buddhism
kränkt,offends
mitansehen,watch
bostoner,Boston
carsten,Carsten
markierten,marked
pipers,pipers
rausgesucht,picked out
messdiener,altar servers
wertloser,worthless
abspritzen,spray
krakau,Krakow
babygeschrei,baby crying
wahltag,election day
wichtigeren,more important
mohn,poppy
weitermache,continue
uganda,Uganda
ungewissen,uncertain
sogenannter,so-called
10k,10k
unterste,lowest
larrabee,larrabee
arbeitsloser,unemployed
ausritt,horseback riding
ausschluss,exclusion
derevko,derevko
komik,comic
glückskeks,fortune cookie
planetarium,planetarium
punktestand,score
unabhängigkeitstag,Independence Day
matthieu,matthieu
herumgelaufen,walked around
sakrileg,sacrilege
cranston,Cranston
shinji,Shinji
erbracht,provided
autoreifen,car tires
lanie,lanie
nachschenken,refill
augenscheinlich,apparently
salbei,sage
südostasien,Southeast Asia
freuten,rejoiced
regentschaft,regency
krüge,jugs
quiche,quiche
handsome,handsome
beständigkeit,resistance
inhalte,contents
chirac,Chirac
ungebunden,unbound
offenbarte,revealed
überstimmt,overruled
dosenöffner,tin opener
hergelockt,lured here
staatssicherheit,State security
öh,uh
leberwurst,liverwurst
gefahndet,wanted
gogo,gogo
bestritten,disputed
konflikten,conflicts
ermittlerin,investigator
claim,claim
finanzierte,financed
backpulver,baking powder
krista,Krista
robot,robot
mart,mart
mate,mate
eingesackt,bagged
körperflüssigkeiten,bodily fluids
schätzungen,estimates
zugespielt,played
rusk,rusk
geheimniskrämerei,secrecy
bestünde,would exist
ausgefallene,unusual
essbares,edible
romulanern,Romulans
ausnahmslos,without exception
hopes,hopes
seelenverwandten,soulmates
strengstens,strictly
stutzig,puzzled
veranlasste,caused
forschungsabteilung,research department
beängstigende,frightening
djs,DJs
canning,canning
lydgate,lydgate
halbblut,half-blood
ito,ito
doppelgängerin,doppelganger
shari,Shari
mondlandung,moon landing
mittwochabend,Wednesday evening
cosgrove,cosgrove
notfällen,emergencies
frosty,frosty
zuteilen,allocate
jimmie,Jimmy
zusammengelegt,combined
callum,callum
bodentruppen,ground troops
mitgeholfen,helped
alkoholismus,alcoholism
durchleuchten,X-ray
selbstkontrolle,self-control
scarface,scarface
schuldiger,guilty
photos,photos
einzahlung,deposit
muskete,musket
miserable,miserable
ortungsgerät,tracking device
ville,ville
zumeist,mostly
vernascht,devoured
weggelassen,omitted
befürchtung,apprehension
stuten,mares
schnippisch,snide
retrovirus,retrovirus
heilbar,curable
gedatet,dated
horseman,horseman
hirnschäden,brain damage
anger,anger
meditiert,meditates
umgefahren,run over
fluchtwagen,getaway car
betreff,reference
nahaufnahmen,close-ups
niedergestreckt,struck down
erträglicher,more bearable
abhaue,get out
maulwürfe,moles
gets,gets
anzumelden,to register
bezwingt,conquers
sünderin,sinner
griggs,griggs
cecilie,Cecilie
aufwartung,service
lichtblick,A glimmer of hope
aubergine,aubergine
knorpel,cartilage
rumzukriegen,to get around
eingeschlichen,crept in
zeitreisender,time traveler
gigantischer,gigantic
luftzug,draft
geprahlt,boasted
cohn,cohn
fleischfresser,carnivores
auktionator,auctioneer
blutvergiftung,blood poisoning
ashby,Ashby
thompsons,Thompsons
masao,masao
staatsgewalt,state power
convention,convention
langweilte,bored
aufreißt,tears open
gard,gard
turnbull,turnbull
gekicher,giggle
drogengeld,drug money
aussetzer,dropouts
wohltat,benefit
erbauer,builder
verarbeite,process
hollander,Dutch
dreitausend,three thousand
schlüsselanhänger,keychain
each,each
giftstoffe,toxins
rausprügeln,beat them out
schriebst,you wrote
padmé,Padmé
rückerstattung,refund
eingebettet,embedded
ereilt,befall
3d,3D
thais,Thai
erbrochen,vomited
bringer,bringer
gabt,gave
sägemehl,sawdust
mogeln,cheating
bellini,bellini
belagern,besiege
telefongespräche,telephone conversations
einkaufszentren,shopping centers
kritisiere,criticize
keilriemen,V-belt
majestic,majestic
dienstleistungen,services
barack,barack
behelligen,bother
sorbonne,Sorbonne
projektil,projectile
vans,vans
krypta,crypt
thrace,Thrace
schlaflosen,sleepless
streifte,grazed
roys,royals
infantin,infant
sofas,sofas
dietz,dietz
geknüpft,tied
eph,eph
begrabt,buried
tatorts,crime scenes
herrisch,bossy
jakey,Jakey
beeinflussung,influence
individuell,individually
styles,styles
weltbank,World Bank
kurator,curator
maultiere,mules
masaki,Masaki
spitzenklasse,top class
auftrat,appeared
nesbitt,nesbitt
schwellungen,swelling
kriegszeiten,wartime
atomaren,atomic
kreuzten,crossed
mcdonalds,McDonald's
reguläre,regular
besitzers,owner
unternehmungen,companies
holländischen,Dutch
lieutenants,lieutenants
nicke,nod
daria,Daria
verhöhnen,mock
verheimliche,conceal
telefonzentrale,switchboard
startest,start
sohnemann,son
caris,caris
tanny,tanny
epinephrin,epinephrine
todesstoß,death blow
grete,Grete
dienstwagen,company car
dauphin,dauphin
verputzt,plastered
ungewisse,uncertain
dankbarer,grateful
klassenbeste,best in class
newt,newt
dominant,dominant
until,until
späßchen,joke
morbide,morbid
kalbfleisch,veal
gutsherr,landowner
aufhänger,hanger
konstellation,constellation
cindi,cindi
momentane,current
kant,Kant
theon,theon
geografie,geography
knochenbrüche,bone fractures
austritt,exit
heintje,Heintje
ausheben,excavate
hoss,hoss
barmherzige,merciful
benutzer,user
privatdetektive,private detectives
landkreis,district
erstausgabe,first edition
romanzen,romances
vorgefahren,drove up
simcoe,simcoe
victoire,victory
eingeschläfert,euthanized
ch6122c0,ch6122c0
zerreiß,tear
wegzusperren,to lock away
geniessen,enjoy
strippe,strip
prozac,prozac
freigestellt,exempted
exeter,exeter
cube,cube
ohnezahn,Toothless
leugnest,deny it
erstanden,acquired
ereignisses,event
kreatives,creative
umfassen,include
speichert,saves
aufnahmegerät,recording device
leann,leann
apfelbaum,apple tree
darein,in it
objektivität,objectivity
sinnvolle,meaningful
herumrennen,running around
sorgfältiger,careful
töle,töle
muchachos,muchachos
wutanfälle,tantrums
frühstückt,breakfast
harcourt,Harcourt
interessantesten,most interesting
nervenheilanstalt,mental hospital
zusammengezogen,contracted
vorväter,ancestors
ernennt,appoints
jip,yip
übereilt,hasty
fen,fen
seok,seok
frigide,frigid
mutterschaft,maternity
plappermaul,chatterbox
matschig,mushy
platzangst,claustrophobia
versenden,send
rya,rya
blumentopf,flower pot
leblos,lifeless
vielversprechende,promising
manuskripte,manuscripts
notrufe,emergency calls
diskreter,discreet
cissy,cissy
zurueck,back
osbourne,Osbourne
aufreißer,eye-catcher
bruna,Bruna
frühmorgens,early morning
cartier,Cartier
viking,Viking
heldenhafte,heroic
auswerten,evaluate
winkte,waved
hein,hein
simst,text
erfrischt,refreshes
souverän,sovereign
fluchtauto,getaway car
herzprobleme,heart problems
doppelschicht,double layer
umsetzung,implementation
zajac,Zajac
wayward,wayward
bekloppter,crazy
baguette,baguette
bilbo,bilbo
provence,Provence
fäkalien,feces
muffig,musty
tnt,tnt
schaltkreis,circuit
lattimer,lattimer
telefonanrufe,phone calls
eunuchen,eunuchs
widersprich,contradict
fitness-studio,fitness studio
manie,mania
flutwelle,tidal wave
kirschkuchen,cherry cake
dahl,dahl
schönem,beautiful
snap,snap
verleugnung,denial
kletterst,climb
tutor,tutor
gepredigt,preached
fondue,fondue
nimah,Nimah
melli,Melli
verkneifen,refrain
harz,resin
versprochene,promised
bischöfe,bishops
ausweiden,eviscerate
athene,Athena
muht,moo
patrol,patrol
alraune,mandrake
kämpfern,fighters
guapo,guapo
zusammengelebt,lived together
stündchen,hour
geistiges,spiritual
dolche,daggers
gartens,garden
lehrgang,course
abnehme,lose weight
final,final
shoes,shoes
hintenrum,Going the roundabout
stingray,stingray
lähmen,paralyze
geschliffen,polished
spatzenhirn,birdbrain
suki,suki
variable,variable
kristine,Kristine
petz,petz
janek,Janek
raees,raees
beitritt,accession
auskundschaften,scouting
fortzugehen,to leave
urkunden,certificates
zurückkehrten,returned
verspielen,to gamble
geißel,scourge
oda,oda
mungo,mongo
arrogantes,arrogant
trennst,separate
anspringt,starts
aufnehme,record
verdrehten,twisted
reef,reef
kriegsverbrechen,war crimes
homepage,homepage
platoon,platoon
bachelor,bachelor
herumschlagen,fight
5-mal,5 times
verspielte,playful
tapfersten,bravest
kritischer,critical
blowjobs,blowjobs
draufdrücken,press
inquisitor,inquisitor
wiederholten,repeated
requiem,requiem
fordwick,Fordwick
gallenblase,gallbladder
spektakuläre,spectacular
sintflut,deluge
touchdowns,touchdowns
freakshow,freak show
schlagartig,suddenly
werds,will
aldous,aldous
forschungslabor,research laboratory
export,export
verbannte,exiled
royals,royals
valentines,Valentine's
osterhase,Easter bunny
mead,mead
col,col
fleißiger,diligent
popularität,popularity
chipping,chipping
auswandern,emigrate
schallend,resounding
nachtruhe,night's rest
beigestanden,assisted
reih,row
association,association
eierkopf,egghead
verpetzen,snitch
warriors,warriors
inoffizielle,unofficial
rasierte,shaved
kolosseum,Colosseum
zugewandt,facing
herausragende,outstanding
betäubungsgewehr,tranquilizer gun
lotti,Lotti
näherten,approaching
leibgericht,favorite dish
anwerber,recruiter
nd,and
langjährigen,long-term
autofahrt,car ride
kontinenten,continents
spuckte,spat
verflixten,darned
smartphone,smartphone
hauptgebäude,main building
fitzpatrick,fitpatrick
bleibende,permanent
nahem,nearby
alufolie,aluminum foil
cha-cha,cha-cha
abtasten,scan
besitzern,owners
robbe,seal
zarek,zarek
realist,realist
priest,priest
überweisungen,transfers
amato,amato
voranzutreiben,to advance
laufband,treadmill
barmherzigen,merciful
anekdote,anecdote
entfremdet,alienated
commonwealth,commonwealth
landminen,landmines
travolta,Travolta
anlasser,starter
existierten,existed
unermesslich,immeasurable
sicherheitsgurte,seat belts
longmire,longmire
kristi,Kristi
friendly,friendly
fries,fries
geplauder,chat
menopause,menopause
nördlicher,northern
crumb,crumb
beschwört,conjures
veum,veum
restauriert,restored
vertreibe,drive away
professionelles,professional
ehepaare,married couples
kreuzte,crossed
revolverhelden,gunfighters
sparkonto,savings account
eskortiert,escorted
fallend,falling
vietnamkrieg,Vietnam War
unbegrenzten,unlimited
abständen,intervals
herzensbrecher,heartbreaker
aufzuzeichnen,to record
mumps,mumps
pappa,pappa
spinal,spinal
mitstreiter,fellow campaigners
sticker,sticker
conchita,Conchita
pet,pet
pflanzte,planted
büßt,atones
funktionierenden,functioning
tilda,Tilda
beschwichtigen,appease
tran,tran
empfindung,sensation
kommts,comes
standpauke,dressing-down
krankgeschrieben,signed off sick
dumpf,dull
verblüffen,amaze
enchanté,enchanté
zurückverwandeln,revert
sportunterricht,physical education
verräterische,telltale
konserviert,preserved
hay,hay
telemetrie,telemetry
gieriger,greedy
weinende,crying
halbach,halfach
verstümmelung,mutilation
auszulassen,to omit
teilung,division
beardsley,Beardsley
guinness,Guinness
schönster,most beautiful
pfötchen,paws
teleporter,teleporter
waffenbesitz,gun ownership
tzu,tzu
brustbein,sternum
connection,connection
brads,Brads
mitzwa,with two
flughafens,airport
dinar,dinar
schnellzug,express train
jour,day
res,res
sonnensystems,solar system
verlobungsparty,engagement party
legends,legends
mp,mp
affront,affront
vergrault,scared away
durchschnittlicher,average
zs,zs
scheue,shy
olympus,Olympus
außenseite,outside
fortschrittliche,advanced
feilen,file
dekret,decree
myriam,Myriam
mayweather,Mayweather
guam,Guam
detektivarbeit,detective work
gerichtsmedizinerin,forensic pathologist
dealern,dealers
büffeln,cramming
morduntersuchung,murder investigation
erdenklichen,conceivable
gesetzlichen,statutory
shades,shades
fatma,fatma
lindberg,Lindberg
pfunde,incumbency
pfählen,piles
tb,tb
dümmsten,dumbest
stranguliert,strangled
dobson,Dobson
sprotte,sprat
asami,asami
auszuhelfen,to help out
siebenmal,seven times
tornados,tornadoes
ritterlichkeit,chivalry
widerworte,rebuttals
übertrumpfen,surpass
unternehmt,undertakes
überhand,overpower
beklage,complain
gerste,barley
zimmerschlüssel,room key
cardassianern,Cardassians
gebratenes,fried
zuspruch,encouragement
zimmergenosse,roommate
michelles,Michelle
vorzuziehen,preferable
startkapital,starting capital
rückhand,backhand
assistenzärztin,assistant physician
harbour,harbour
gönnst,treat yourself
lilo,lilo
kabeln,cable
cocktailparty,cocktail party
chlamydien,chlamydia
bekämpfte,fought
zehennägel,toenails
aushängeschild,flagship
fallakten,case files
abstellkammer,storage room
sasori,sasori
rädchen,wheel
hinausgeht,goes beyond
sekten,sects
logans,logans
handgepäck,hand luggage
tragbare,portable
religiöses,religious
cobain,Cobain
eingehandelt,negotiated
fachwissen,specialist knowledge
nachspeise,dessert
tischtennis,table tennis
ap,ap
glasscherben,broken glass
menschenfresser,man-eater
hilfssheriffs,deputy sheriffs
desinfiziert,disinfected
carry,carry
hbo,hbo
anarchist,anarchist
lauscht,listens
verstoße,violate
niro,niro
tacoma,Tacoma
wählern,voters
loverboy,loverboy
verbrechensrate,crime rate
classic,classic
rannehmen,take it upon yourself
auberginen,eggplants
fudge,fudge
tarik,tarik
garys,Garys
subjektiv,subjective
bettelst,begging
höflichkeiten,courtesies
abseilen,abseiling
unnachgiebig,unyielding
abhörung,wiretapping
bingham,Bingham
zhu,zhu
untergräbt,undermines
pace,pace
zauberbuch,magic book
rc,rc
molina,molina
sternensystem,star system
ungeklärte,unexplained
bragg,Bragg
hinausläuft,results in
aufseherin,supervisor
herausgeputzt,all dolled up
unbehelligt,unmolested
diagnosen,diagnoses
freckles,freckles
umgangsformen,manners
bewahr,preserve
reinsehen,Take a look
pisa,PISA
might,might
larven,larvae
goin,goin
havre,havre
radiosendung,radio broadcast
paola,Paola
asiatin,Asian
loeb,loeb
notwendigerweise,necessarily
ansel,ansel
verzerrung,distortion
unbekümmert,carefree
herbeiführen,bring about
keefe,keefe
trapp,trapp
ode,ode
selige,blessed
sylvain,Sylvain
börge,börge
geschlossener,closed
glitzert,glitters
muskelprotz,muscleman
argumentation,argumentation
juana,Juana
andauert,continues
verdächtigte,suspected
symbolen,symbols
schlechthin,simply
